Get Hard,2015-03-27,https://en.wikipedia.org/wiki/Get_Hard,Comedy,Etan Cohen,NULL,Will Ferrell,Kevin Hart,Alison Brie,Craig T. Nelson,T.I.,40000000.00,111800000.00
Get on Up,2014-08-01,https://en.wikipedia.org/wiki/Get_on_Up_(film),Drama,Tate Taylor,NULL,Chadwick Boseman,Nelsan Ellis,Brandon Mychal Smith,Jill Scott,Tika Sumpter,30000000.00,33400000.00
Getaway,2013-08-30,https://en.wikipedia.org/wiki/Getaway_(film),Action,Courtney Solomon,Yaron Levy,Ethan Hawke,Selena Gomez,Jon Voight,James Maslow,NULL,18000000.00,11800000.00
Ghost Rider: Spirit of Vengeance,2012-02-17,https://en.wikipedia.org/wiki/Ghost_Rider:_Spirit_of_Vengeance,Action,Mark Neveldine,Brian Taylor,Nicolas Cage,Idris Elba,Fergus Riordan,Ciarán Hinds,Violante Placido,57000000.00,132600000.00
Ghostbusters,2016-07-15,https://en.wikipedia.org/wiki/Ghostbusters_(2016_film),Comedy,Paul Feig,NULL,Melissa McCarthy,Kristen Wiig,Leslie Jones,Kate McKinnon,Chris Hemsworth,144000000.00,217500000.00
God's Not Dead,2014-03-21,https://en.wikipedia.org/wiki/God%2527s_Not_Dead_(film),Religious,Harold Cronk,NULL,Willie Robertson,David A. R. White,Shane Harper,Kevin Sorbo,Korie Robertson,2000000.00,62600000.00
God's Not Dead 2,2016-04-01,https://en.wikipedia.org/wiki/God%2527s_Not_Dead_2,Religious,Harold Cronk,NULL,Melissa Joan Hart,David A. R. White,Ray Wise,Robin Givens,Ernie Hudson,5000000.00,23500000.00
Gods of Egypt,2016-02-25,https://en.wikipedia.org/wiki/Gods_of_Egypt_(film),Action,Alex Proyas,NULL,Geoffrey Rush,Gerard Butler,Brenton Thwaites,Courtney Eaton,Nikolaj Coster-Waldau,140000000.00,145700000.00
Godzilla,2014-05-08,https://en.wikipedia.org/wiki/Godzilla_(2014_film),Action,Gareth Edwards,NULL,Aaron Taylor-Johnson,Ken Watanabe,Elizabeth Olsen,Bryan Cranston,Juliette Binoche,160000000.00,529000000.00
Gone Girl,2014-09-26,https://en.wikipedia.org/wiki/Gone_Girl_(film),Mystery,David Fincher,NULL,Ben Affleck,Rosamund Pike,Neil Patrick Harris,Tyler Perry,Kim Dickens,61000000.00,369300000.00
Good Deeds,2012-02-24,https://en.wikipedia.org/wiki/Good_Deeds,Romance,Tyler Perry,NULL,Tyler Perry,Thandie Newton,Rebecca Romijn,Brian J. White,Jamie Kennedy,14000000.00,35600000.00
Goosebumps,2015-10-05,https://en.wikipedia.org/wiki/Goosebumps_(film),Action,Rob Letterman,NULL,Jack Black,Dylan Minnette,Odeya Rush,Amy Ryan,Ryan Lee,84000000.00,150200000.00
Grown Ups 2,2013-07-12,https://en.wikipedia.org/wiki/Grown_Ups_2,Comedy,Dennis Dugan,NULL,Adam Sandler,Kevin James,Chris Rock,David Spade,Taylor Lautner,80000000.00,247000000.00
"Hail, Caesar!",2016-02-05,"https://en.wikipedia.org/wiki/Hail,_Caesar!",Comedy,Joel and Ethan Coen,NULL,Josh Brolin,George Clooney,Alden Ehrenreich,Ralph Fiennes,Jonah Hill,22000000.00,22000000.00
Hands of Stone,2016-08-26,https://en.wikipedia.org/wiki/Hands_of_Stone,Biography,Jonathan Jakubowicz,NULL,Édgar Ramírez,Robert De Niro,Usher,Ellen Barkin,Ana de Armas,20000000.00,1700000.00
Hansel and Gretel: Witch Hunters,2013-01-17,https://en.wikipedia.org/wiki/Hansel_and_Gretel:_Witch_Hunters,Action,Tommy Wirkola,NULL,Jeremy Renner,Gemma Arterton,Zoe Bell,Famke Janssen,Peter Stormare,50000000.00,226300000.00
Heaven Is for Real,2014-04-16,https://en.wikipedia.org/wiki/Heaven_Is_for_Real_(film),Religious,Randall Wallace,NULL,Greg Kinnear,Kelly Reilly,Connor Corum,Thomas Haden Church,Jacob Vargas,12000000.00,101300000.00
Here Comes the Boom,2012-10-12,https://en.wikipedia.org/wiki/Here_Comes_the_Boom,Comedy,Frank Coraci,NULL,Kevin James,Salma Hayek,Henry Winkler,Joe Rogan,NULL,42000000.00,73100000.00
Hit and Run,2012-08-22,https://en.wikipedia.org/wiki/Hit_and_Run_(2012_film),Action,Dax Shepard,NULL,Dax Shepard,Kristen Bell,Bradley Cooper,Tom Arnold,Kristin Chenoweth,2000000.00,14500000.00
Hitman: Agent 47,2015-08-21,https://en.wikipedia.org/wiki/Hitman:_Agent_47,Action,Aleksander Bach,NULL,Rupert Friend,Zachary Quinto,Hannah Ware,Thomas Kretschmann,NULL,35000000.00,82300000.00
Home,2015-03-07,https://en.wikipedia.org/wiki/Home_(2015_animated_film),Animation,Tim Johnson,NULL,Jim Parsons,Rihanna,Jennifer Lopez,Steve Martin,Matt Jones,135000000.00,386000000.00
Hope Springs,2012-08-08,https://en.wikipedia.org/wiki/Hope_Springs_(2012_film),Romance,David Frankel,NULL,Meryl Streep,Tommy Lee Jones,Steve Carell,Mimi Rogers,Elisabeth Shue,30000000.00,114300000.00
Horrible Bosses 2,2014-11-26,https://en.wikipedia.org/wiki/Horrible_Bosses_2,Comedy,Sean Anders,NULL,Jason Bateman,Charlie Day,Jason Sudeikis,Kevin Spacey,Jennifer Aniston,57000000.00,107700000.00
Hot Pursuit,2015-05-08,https://en.wikipedia.org/wiki/Hot_Pursuit_(2015_film),Action,Anne Fletcher,NULL,Reese Witherspoon,Sofía Vergara,Jim Gaffigan,John Carroll Lynch,NULL,35000000.00,51700000.00
Hotel Transylvania,2012-09-28,https://en.wikipedia.org/wiki/Hotel_Transylvania,Fantasy,Genndy Tartakovsky,NULL,Adam Sandler,Selena Gomez,Andy Samberg,Kevin James,Fran Drescher,85000000.00,358400000.00
Hotel Transylvania 2,2015-09-25,https://en.wikipedia.org/wiki/Hotel_Transylvania_2,Fantasy,Genndy Tartakovsky,NULL,Adam Sandler,Andy Samberg,Selena Gomez,Kevin James,Steve Buscemi,80000000.00,473000000.00
How to Train Your Dragon 2,2014-05-16,https://en.wikipedia.org/wiki/How_to_Train_Your_Dragon_2,Family,Dean DeBlois,NULL,Jay Baruchel,Gerard Butler,Craig Ferguson,America Ferrera,Jonah Hill,145000000.00,621500000.00
I,2015-01-14,https://en.wikipedia.org/wiki/I_(film),Romance,S. Shankar,NULL,Vikram,Amy Jackson,N. Santhanam,Suresh Gopi,Upen Patel,15000000.00,65000000.00
I Saw the Light,2015-09-11,https://en.wikipedia.org/wiki/I_Saw_the_Light_(film),Drama,Marc Abraham,Tom Hiddleston,Elizabeth Olsen,NULL,NULL,NULL,NULL,13000000.00,2600000.00
Ice Age: Collision Course,2016-07-22,https://en.wikipedia.org/wiki/Ice_Age:_Collision_Course,Adventure,Mike Thurmeier,Galen T. Chu,Ray Romano,John Leguizamo,Denis Leary,Queen Latifah,Jennifer Lopez,105000000.00,368300000.00
Ice Age: Continental Drift,2012-07-13,https://en.wikipedia.org/wiki/Ice_Age:_Continental_Drift,Adventure,Steve Martino,Mike Thurmeier,Ray Romano,John Leguizamo,Denis Leary,Queen Latifah,Seann William Scott,95000000.00,877000000.00
Identity Thief,2013-02-08,https://en.wikipedia.org/wiki/Identity_Thief,Action,Seth Gordon,NULL,Jason Bateman,Melissa McCarthy,Amanda Peet,John Cho,Clark Duke,35000000.00,174000000.00
If I Stay,2014-08-18,https://en.wikipedia.org/wiki/If_I_Stay_(film),Drama,R. J. Cutler,NULL,Chloë Grace Moretz,Mireille Enos,Lauren Lee Smith,Liana Liberato,Jamie Blackley,11000000.00,78900000.00
In the Heart of the Sea,2015-12-11,https://en.wikipedia.org/wiki/In_the_Heart_of_the_Sea_(film),Biography,Ron Howard,NULL,Chris Hemsworth,Benjamin Walker,Cillian Murphy,Tom Holland,Ben Whishaw,100000000.00,93900000.00
Independence Day: Resurgence,2016-06-20,https://en.wikipedia.org/wiki/Independence_Day:_Resurgence,Action,Roland Emmerich,NULL,Jeff Goldblum,Bill Pullman,Sela Ward,Liam Hemsworth,Vivica A. Fox,165000000.00,382300000.00
Insidious: Chapter 2,2013-09-13,https://en.wikipedia.org/wiki/Insidious:_Chapter_2,Horror,James Wan,NULL,Patrick Wilson,Rose Byrne,Lin Shaye,Ty Simpkins,NULL,5000000.00,161900000.00
Insidious: Chapter 3,2015-06-05,https://en.wikipedia.org/wiki/Insidious:_Chapter_3,Horror,Leigh Whannell,NULL,Dermot Mulroney,Stefanie Scott,Angus Sampson,Leigh Whannell,Lin Shaye,11000000.00,113000000.00
Interstellar,2014-10-26,https://en.wikipedia.org/wiki/Interstellar_(film),Sci-Fi,Christopher Nolan,NULL,Matthew McConaughey,Anne Hathaway,Michael Caine,Jessica Chastain,Matt Damon,165000000.00,675100000.00
Into the Storm,2014-08-08,https://en.wikipedia.org/wiki/Into_the_Storm_(2014_film),Adventure,Steven Quale,NULL,Richard Armitage,Jeremy Sumpter,Sarah Wayne Callies,Nathan Kress,NULL,50000000.00,161700000.00
Iron Sky,2012-07-25,https://en.wikipedia.org/wiki/Iron_Sky,Comedy,Timo Vuorensola,NULL,Julia Dietze,Peta Sergeant,Gotz Otto,Chris Kirby,Udo Kier,7500000.00,8100000.00
Irrational Man,2015-05-16,https://en.wikipedia.org/wiki/Irrational_Man_(film),Mystery,Woody Allen,NULL,Joaquin Phoenix,Emma Stone,Parker Posey,Jamie Blackley,NULL,11000000.00,27400000.00
Jack Reacher,2012-12-21,https://en.wikipedia.org/wiki/Jack_Reacher_(film),Action,Christopher McQuarrie,NULL,Tom Cruise,Rosamund Pike,David Oyelowo,Richard Jenkins,Alexia Fast,60000000.00,218300000.00
Jack Ryan: Shadow Recruit,2014-01-15,https://en.wikipedia.org/wiki/Jack_Ryan:_Shadow_Recruit,Action,Kenneth Branagh,NULL,David Koepp,Adam Cozad,Anthony Peckham,Steve Zaillian,Chris Pine,60000000.00,135500000.00
Jane Got a Gun,2016-01-29,https://en.wikipedia.org/wiki/Jane_Got_a_Gun,Action,Gavin O'Connor,NULL,Natalie Portman,Joel Edgerton,Ewan McGregor,Rodrigo Santoro,Noah Emmerich,25000000.00,3000000.00
Jason Bourne,2016-07-29,https://en.wikipedia.org/wiki/Jason_Bourne_(film),Action,Paul Greengrass,NULL,Matt Damon,Julia Stiles,Alicia Vikander,Riz Ahmed,Vincent Cassel,120000000.00,347900000.00
"Jeff, Who Lives at Home",2012-03-16,"https://en.wikipedia.org/wiki/Jeff,_Who_Lives_at_Home",Comedy,Jay Duplass,NULL,Jason Segel,Ed Helms,Judy Greer,Susan Sarandon,Evan Ross,7500000.00,7500000.00
Jem and the Holograms,2015-10-23,https://en.wikipedia.org/wiki/Jem_and_the_Holograms_(film),Musical,Jon M. Chu,NULL,Aubrey Peeples,Stefanie Scott,Hayley Kiyoko,Aurora Perrineau,Ryan Guzman,5000000.00,2300000.00
Jersey Boys,2014-06-05,https://en.wikipedia.org/wiki/Jersey_Boys_(film),Drama,Clint Eastwood,NULL,John Lloyd Young,Erec Bergen,Vincent Piazza,Michael Lamenda,Christopher Walken,58600000.00,67700000.00
Jobs,2013-08-16,https://en.wikipedia.org/wiki/Jobs_(film),Biography,Joshua Michael Stern,NULL,Ashton Kutcher,Dermot Mulroney,Josh Gad,Lukas Haas,J.K. Simmons,12000000.00,35900000.00
John Wick,2014-10-13,https://en.wikipedia.org/wiki/John_Wick_(film),Action,Chad Stahelski,David Leitch (director,Keanu Reeves,Bridget Moynahan,Willem Dafoe,NULL,NULL,20000000.00,86000000.00
Journey 2: The Mysterious Island,2012-02-10,https://en.wikipedia.org/wiki/Journey_2:_The_Mysterious_Island,Adventure,Brad Peyton,NULL,Dwayne Johnson,Michael Caine,Josh Hutcherson,Vanessa Hudgens,Luis Guzmán,79000000.00,335300000.00
Joy,2015-12-25,https://en.wikipedia.org/wiki/Joy_(film),Comedy,David O. Russell,NULL,Jennifer Lawrence,Robert De Niro,Bradley Cooper,Édgar Ramírez,NULL,60000000.00,101100000.00
Keanu,2016-04-29,https://en.wikipedia.org/wiki/Keanu_(film),Comedy,Peter Atencio,NULL,Keegan-Michael Key,Jordan Peele,Method Man,Gabrielle Union,Will Forte,15000000.00,20700000.00
Kill the Messenger,2014-10-10,https://en.wikipedia.org/wiki/Kill_the_Messenger_(2014_film),Crime,Michael Cuesta,NULL,Jeremy Renner,Barry Pepper,Mary Elizabeth Winstead,Rosemarie DeWitt,Ray Liotta,5000000.00,2500000.00
Killing Them Softly,2012-11-30,https://en.wikipedia.org/wiki/Killing_Them_Softly,Crime,Andrew Dominik,NULL,Brad Pitt,Vincent Curatola,Scoot McNairy,Ben Mendelsohn,Ray Liotta,15000000.00,37900000.00
Kingsman: The Secret Service,2014-12-13,https://en.wikipedia.org/wiki/Kingsman:_The_Secret_Service,Action,Matthew Vaughn,NULL,Colin Firth,Taron Egerton,Samuel L. Jackson,Mark Strong,Michael Caine,94000000.00,414400000.00
Krampus,2015-12-04,https://en.wikipedia.org/wiki/Krampus_(film),Horror,Michael Dougherty,NULL,Emjay Anthony,Allison Tolman,Adam Scott,NULL,NULL,15000000.00,61500000.00
Kubo and the Two Strings,2016-08-19,https://en.wikipedia.org/wiki/Kubo_and_the_Two_Strings,Fantasy,Travis Knight,NULL,Art Parkinson,Matthew McConaughey,Rooney Mara,Charlize Theron,Ralph Fiennes,60000000.00,27600000.00
Kung Fu Panda 3,2016-01-23,https://en.wikipedia.org/wiki/Kung_Fu_Panda_3,Action,Jennifer Yuh Nelson,Alessandro Carloni,Jack Black,Angelina Jolie,Dustin Hoffman,Jackie Chan,Seth Rogen,145000000.00,519900000.00
Lazer Team,2016-01-27,https://en.wikipedia.org/wiki/Lazer_Team,Sci-Fi,Matt Hullum,NULL,Burnie Burns,Gavin Free,Michael Jones,Colton Dunn,Allie DeBerry,2400000.00,1600000.00
Left Behind,2014-10-03,https://en.wikipedia.org/wiki/Left_Behind_(2014_film),Religious,Vic Armstrong,NULL,Nicolas Cage,Chad Michael Murray,Cassi Thomson,Nicky Whelan,Jordin Sparks,16000000.00,27600000.00
Les Misérables,2012-12-25,https://en.wikipedia.org/wiki/Les_Mis%25C3%25A9rables_(2012_film),Musical,Tom Hooper,NULL,Hugh Jackman,Russell Crowe,Eddie Redmayne,Colm Wilkinson,Anne Hathaway,61000000.00,441800000.00
Let's Be Cops,2014-08-13,https://en.wikipedia.org/wiki/Let%2527s_Be_Cops,Action,Luke Greenfield,NULL,Jake Johnson,Damon Wayans,Jr.,NULL,NULL,17000000.00,138200000.00
Life of Pi,2012-11-21,https://en.wikipedia.org/wiki/Life_of_Pi_(film),Drama,Ang Lee,NULL,Suraj Sharma,Ayush Tandon,Irrfan Khan,Gérard Depardieu,NULL,120000000.00,609000000.00
Lights Out,2016-07-22,https://en.wikipedia.org/wiki/Lights_Out_(2016_film),Horror,David F. Sandberg,NULL,Teresa Palmer,Gabriel Bateman,Alexander DiPersia,NULL,NULL,4900000.00,125900000.00
Lincoln,2012-11-09,https://en.wikipedia.org/wiki/Lincoln_(2012_film),Drama,Steven Spielberg,NULL,Daniel Day-Lewis,David Strathairn,Hal Holbrook,Sally Field,Joseph Gordon-Levitt,65000000.00,275300000.00
Little Boy,2015-04-24,https://en.wikipedia.org/wiki/Little_Boy_(film),Drama,Alejandro Gómez Monteverde,NULL,Jakob Salvati,David Henrie,Kevin James,Emily Watson,Ted Levine,20000000.00,17500000.00
Lockout,2012-04-13,https://en.wikipedia.org/wiki/Lockout_(film),Action,James Mather,Stephen St.Leger,Guy Pearce,Maggie Grace,Peter Stormare,Lennie James,Vincent Regan,20000000.00,32200000.00
London Has Fallen,2016-03-04,https://en.wikipedia.org/wiki/London_Has_Fallen,Action,Babak Najafi,NULL,Gerard Butler,Aaron Eckhart,Morgan Freeman,Angela Bassett,Alon Aboutboul,60000000.00,195700000.00
Looper,2012-09-28,https://en.wikipedia.org/wiki/Looper_(film),Action,Rian Johnson,NULL,Joseph Gordon-Levitt,Bruce Willis,Emily Blunt,Paul Dano,Noah Segan,30000000.00,176500000.00
Love the Coopers,2015-11-04,https://en.wikipedia.org/wiki/Love_the_Coopers,Romance,Jessie Nelson,NULL,John Goodman,Diane Keaton,Amanda Seyfried,Alan Arkin,Olivia Wilde,24000000.00,41100000.00
Lucy,2014-07-25,https://en.wikipedia.org/wiki/Lucy_(2014_film),Sci-Fi,Luc Besson,NULL,Scarlett Johansson,Morgan Freeman,Choi Min-sik,NULL,NULL,40000000.00,463400000.00
Mad Max: Fury Road,2015-05-07,https://en.wikipedia.org/wiki/Mad_Max:_Fury_Road,Action,George Miller,NULL,Tom Hardy,Charlize Theron,Hugh Keays-Byrne,Nicholas Hoult,Rosie Huntington-Whiteley,150000000.00,378400000.00
Madagascar 3: Europe's Most Wanted,2012-06-08,https://en.wikipedia.org/wiki/Madagascar_3:_Europe%2527s_Most_Wanted,Comedy,Eric Darnell,NULL,Noah Baumbach(screenplay); Ben Stiller,Chris Rock,David Schwimmer,Jada Pinkett Smith,Sacha Baron Cohen,145000000.00,746900000.00
Magic in the Moonlight,2014-07-25,https://en.wikipedia.org/wiki/Magic_in_the_Moonlight,Comedy,Woody Allen,NULL,Emma Stone,Colin Firth,Hamish Linklater,Marcia Gay Harden,Jacki Weaver,16800000.00,51000000.00
Mama,2013-01-18,https://en.wikipedia.org/wiki/Mama_(2013_film),Horror,Andres Muschietti,NULL,Jessica Chastain,Nikolaj Coster-Waldau,Daniel Kash,David Fox,NULL,15000000.00,146400000.00
Man of Steel,2013-06-14,https://en.wikipedia.org/wiki/Man_of_Steel_(film),Action,Zack Snyder,NULL,Henry Cavill,Amy Adams,Michael Shannon,Kevin Costner,Diane Lane,225000000.00,668000000.00
Man on a Ledge,2012-01-27,https://en.wikipedia.org/wiki/Man_on_a_Ledge,Action,Asger Leth,NULL,Sam Worthington,Ed Harris,Elizabeth Banks,Jamie Bell,Kyra Sedgwick,42000000.00,46200000.00
Max,2015-06-26,https://en.wikipedia.org/wiki/Max_(2015_film),Adventure,Boaz Yakin,NULL,Josh Wiggins,Thomas Haden Church,Lauren Graham,NULL,NULL,20000000.00,44000000.00
Maze Runner: The Scorch Trials,2015-09-18,https://en.wikipedia.org/wiki/Maze_Runner:_The_Scorch_Trials,Sci-Fi,Wes Ball,NULL,Dylan O'Brien,Ki Hong Lee,Thomas Sangster,Kaya Scodelario,Patricia Clarkson,61000000.00,312300000.00
Me and Earl and the Dying Girl,2015-01-25,https://en.wikipedia.org/wiki/Me_and_Earl_and_the_Dying_Girl_(film),Comedy,Alfonso Gomez-Rejon,NULL,Thomas Mann,Olivia Cooke,Ronald Cyler II,Jon Bernthal,Nick Offerman,8000000.00,9100000.00
Me Before You,2016-06-03,https://en.wikipedia.org/wiki/Me_Before_You_(film),Drama,Thea Sharrock,NULL,Emilia Clarke,Sam Claflin,Charles Dance,Jenna Coleman,Janet McTeer,20000000.00,196200000.00
Mechanic: Resurrection,2016-08-26,https://en.wikipedia.org/wiki/Mechanic:_Resurrection,Action,Dennis Gansel,NULL,Jason Statham,Jessica Alba,Tommy Lee Jones,Michelle Yeoh,NULL,40000000.00,7500000.00
Men in Black 3,2012-05-25,https://en.wikipedia.org/wiki/Men_in_Black_3,Comedy,Barry Sonnenfeld,NULL,Will Smith,Tommy Lee Jones,Josh Brolin,Jemaine Clement,Emma Thompson,215000000.00,624000000.00
Midnight Special,2016-02-12,https://en.wikipedia.org/wiki/Midnight_Special_(film),Sci-Fi,Jeff Nichols,NULL,Michael Shannon,Kirsten Dunst,Adam Driver,Joel Edgerton,Sam Shepard,18000000.00,6200000.00
Miracles from Heaven,2016-03-16,https://en.wikipedia.org/wiki/Miracles_from_Heaven_(film),Drama,Patricia Riggen,NULL,Jennifer Garner,Martin Henderson,Queen Latifah,NULL,NULL,13000000.00,73600000.00
Mirror Mirror,2012-03-30,https://en.wikipedia.org/wiki/Mirror_Mirror_(film),Fantasy,Tarsem Singh,NULL,Lily Collins,Julia Roberts,Armie Hammer,Nathan Lane,Robert Emms,85000000.00,183000000.00
Mission: Impossible – Rogue Nation,2015-07-23,https://en.wikipedia.org/wiki/Mission:_Impossible_%25E2%2580%2593_Rogue_Nation,Action,Christopher McQuarrie,NULL,Tom Cruise,Jeremy Renner,Simon Pegg,Ving Rhames,Rebecca Ferguson,150000000.00,682300000.00
Moms' Night Out,2014-05-09,https://en.wikipedia.org/wiki/Moms%2527_Night_Out,Religious,Andrew Erwin and Jon Erwin,NULL,Sarah Drew,Trace Adkins,Sean Astin,Patricia Heaton,NULL,5000000.00,10500000.00
Money Monster,2016-05-13,https://en.wikipedia.org/wiki/Money_Monster,Drama,Jodie Foster,NULL,George Clooney,Julia Roberts,Jack O'Connell,Dominic West,Caitriona Balfe,27000000.00,93100000.00
Monster Hunt,2016-01-22,https://en.wikipedia.org/wiki/Monster_Hunt,Action,Raman Hui,NULL,Bai Baihe,Jing Boran,Jiang Wu,Elaine Jin,NULL,56000000.00,385200000.00
Moonrise Kingdom ₪,2012-05-25,https://en.wikipedia.org/wiki/Moonrise_Kingdom,Comedy,Wes Anderson,NULL,Jared Gilman,Kara Hayward,Bruce Willis,Edward Norton,Bill Murray,16000000.00,68300000.00
Mortdecai,2015-01-23,https://en.wikipedia.org/wiki/Mortdecai_(film),Action,David Koepp,NULL,Johnny Depp,Ewan McGregor,Olivia Munn,Aubrey Plaza,Oliver Platt,60000000.00,47000000.00
Mother's Day,2016-04-13,https://en.wikipedia.org/wiki/Mother%2527s_Day_(2016_film),Comedy,Garry Marshall,NULL,Jennifer Aniston,Julia Roberts,Kate Hudson,Timothy Olyphant,Jason Sudeikis,25000000.00,43800000.00
Mr. Peabody & Sherman,2014-02-07,https://en.wikipedia.org/wiki/Mr._Peabody_%2526_Sherman,Family,Rob Minkoff,NULL,Ty Burrell,Max Charles,Stephen Colbert,Allison Janney,Ariel Winter,145000000.00,275700000.00
Mud,2013-04-26,https://en.wikipedia.org/wiki/Mud_(2012_film),Drama,Jeff Nichols,NULL,Matthew McConaughey,Reese Witherspoon,Michael Shannon,Sarah Paulson,Sam Shepard,10000000.00,32600000.00
Mustang,2015-05-19,https://en.wikipedia.org/wiki/Mustang_(film),Drama,Deniz Gamze Ergüven,NULL,Güneş Şensoy,NULL,NULL,NULL,NULL,1300000.00,4900000.00
My All American,2015-11-13,https://en.wikipedia.org/wiki/My_All_American,Biography,Angelo Pizzo,NULL,Aaron Eckhart,Finn Wittrock,Robin Tunney,Sarah Bolger,Michael Reilly Burke,20000000.00,2200000.00
My Big Fat Greek Wedding 2,2016-03-25,https://en.wikipedia.org/wiki/My_Big_Fat_Greek_Wedding_2,Romance,Kirk Jones,NULL,Nia Vardalos,John Corbett,Ian Gomez,Elena Kampouris,NULL,18000000.00,88900000.00
Need for Speed,2014-03-12,https://en.wikipedia.org/wiki/Need_for_Speed_(film),Action,Scott Waugh,NULL,Aaron Paul,Imogen Poots,Dominic Cooper,Michael Keaton,Ramón Rodríguez,65000000.00,203300000.00
Neighbors,2014-03-08,https://en.wikipedia.org/wiki/Neighbors_(2014_film),Comedy,Nicholas Stoller,NULL,Seth Rogen,Zac Efron,Rose Byrne,Christopher Mintz-Plasse,Dave Franco,18000000.00,270700000.00
Neighbors 2: Sorority Rising,2016-05-20,https://en.wikipedia.org/wiki/Neighbors_2:_Sorority_Rising,Comedy,Nicholas Stoller,NULL,Seth Rogen,Zac Efron,Rose Byrne,Chloë Grace Moretz,Dave Franco,35000000.00,107900000.00
Nerve,2016-07-27,https://en.wikipedia.org/wiki/Nerve_(2016_film),Thriller,Henry Joost,Ariel Schulman,Dave Franco,Emma Roberts,Emily Meade,Kimiko Glenn,Juliette Lewis,20000000.00,47600000.00
Night at the Museum: Secret of the Tomb,2014-12-11,https://en.wikipedia.org/wiki/Night_at_the_Museum:_Secret_of_the_Tomb,Comedy,Shawn Levy,NULL,Ben Stiller,Robin Williams,Dan Stevens,Owen Wilson,Ricky Gervais,127000000.00,363200000.00
Nightcrawler,2014-09-05,https://en.wikipedia.org/wiki/Nightcrawler_(film),Drama,Dan Gilroy,NULL,Jake Gyllenhaal,Bill Paxton,Rene Russo,Riz Ahmed,NULL,8500000.00,50300000.00
Nine Lives,2016-08-05,https://en.wikipedia.org/wiki/Nine_Lives_(2016_film),Comedy,Barry Sonnenfeld,NULL,Kevin Spacey,Robbie Amell,Jennifer Garner,Christopher Walken,Malina Weissman,30000000.00,19100000.00
No Escape,2015-08-17,https://en.wikipedia.org/wiki/No_Escape_(2015_film),Action,John Erick Dowdle,NULL,Owen Wilson,Pierce Brosnan,Lake Bell,NULL,NULL,5000000.00,54400000.00
No Good Deed,2014-09-12,https://en.wikipedia.org/wiki/No_Good_Deed_(2014_film),Crime,Sam Miller,NULL,Idris Elba,Taraji P. Henson,Henry Simmons,NULL,NULL,13200000.00,54300000.00
No One Lives,2013-05-10,https://en.wikipedia.org/wiki/No_One_Lives,Horror,Ryuhei Kitamura,NULL,Luke Evans,Adelaide Clemens,America Olivo,Derek Magyar,Lindsey Shaw,2900000.00,1000000.00
Noah,2014-03-10,https://en.wikipedia.org/wiki/Noah_(2014_film),Adventure,Darren Aronofsky,NULL,Russell Crowe,Jennifer Connelly,Logan Lerman,Emma Watson,Ray Winstone,125000000.00,362600000.00
Non-Stop,2014-01-27,https://en.wikipedia.org/wiki/Non-Stop_(film),Thriller,Jaume Collet-Serra,NULL,Liam Neeson,Julianne Moore,Lupita Nyong'o,Nate Parker,Michelle Dockery,50000000.00,222800000.00
Now You See Me,2013-05-31,https://en.wikipedia.org/wiki/Now_You_See_Me_(film),Crime,Louis Leterrier,NULL,Jesse Eisenberg,Isla Fisher,Morgan Freeman,Woody Harrelson,Mark Ruffalo,75000000.00,351700000.00
Now You See Me 2,2016-06-06,https://en.wikipedia.org/wiki/Now_You_See_Me_2,Thriller,Jon M. Chu,NULL,Mark Ruffalo,Jesse Eisenberg,Woody Harrelson,Dave Franco,Lizzy Caplan,90000000.00,320900000.00
Oblivion,2013-04-10,https://en.wikipedia.org/wiki/Oblivion_(2013_film),Action,Joseph Kosinski,NULL,Tom Cruise,Olga Kurylenko,Andrea Riseborough,Morgan Freeman,Nikolaj Coster-Waldau,120000000.00,286200000.00
Olympus Has Fallen,2013-03-22,https://en.wikipedia.org/wiki/Olympus_Has_Fallen,Action,Antoine Fuqua,NULL,Gerard Butler,Aaron Eckhart,Morgan Freeman,Rick Yune,Dylan McDermott,70000000.00,161000000.00
One Direction: This Is Us,2013-08-29,https://en.wikipedia.org/wiki/One_Direction:_This_Is_Us,Documentary,Morgan Spurlock,NULL,Harry Styles,Niall Horan,Louis Tomlinson,Zayn Malik,Liam Payne,10000000.00,68500000.00
One for the Money,2012-01-27,https://en.wikipedia.org/wiki/One_for_the_Money_(film),Crime,Julie Anne Robinson,NULL,Katherine Heigl,Debbie Reynolds,Jason O'Mara,Daniel Sunjata,Sherri Shepherd,40000000.00,36900000.00
Ouija,2014-10-24,https://en.wikipedia.org/wiki/Ouija_(2014_film),Horror,Stiles White,NULL,Douglas Smith,Olivia Cooke,Vivis Colombetti,Ana Coto,Erin Moriarty,5000000.00,103600000.00
Our Brand Is Crisis,2015-09-11,https://en.wikipedia.org/wiki/Our_Brand_Is_Crisis_(2015_film),Comedy,David Gordon Green,NULL,Sandra Bullock,Scoot McNairy,Billy Bob Thornton,Anthony Mackie,Ann Dowd,28000000.00,8600000.00
Pacific Rim,2013-07-12,https://en.wikipedia.org/wiki/Pacific_Rim_(film),Action,Guillermo del Toro,NULL,Charlie Hunnam,Ellen McLain,Idris Elba,Charlie Day,Rinko Kikuchi,190000000.00,411000000.00
